study_name,run_name,started_at,finished_at,status,dataset,dataset_loader,model_provider,llm_model,llm_model_name,model_family,model_size_label,model_params_b,closed_weights,embedding_model,embedding_model_name,retriever_type,num_masks,retriever_k,gamma,index_size,eval_size,member_samples,non_member_samples,auc,accuracy,precision,recall,f1,retrieval_recall,member_mean_mask_accuracy,non_member_mean_mask_accuracy,member_mean_format_coverage,non_member_mean_format_coverage,member_exact_reconstruction_rate,non_member_exact_reconstruction_rate,generation_failure_rate,runtime_seconds,failure_reason,config_repr
ablation_domain_stack_control,ablation_domain_stack_control-healthcaremagic-gpt-4o-mini-faiss-bge-small-en-v1.5-m10-k5-g0.50-idx500-eval50-seed42,2026-04-11 16:48:55,2026-04-11 16:54:07,success,healthcaremagic,healthcaremagic,openai,gpt-4o-mini,gpt-4o-mini,,,,,bge-small-en-v1.5,BAAI/bge-small-en-v1.5,faiss,10,5,0.5,500,50,50,50,0.9940000000000001,0.86,0.78125,1.0,0.8771929824561403,1.0,0.9259999999999997,0.342,1.0,1.0,0.52,0.0,0.0,311.7163,,"Config(LLM=gpt-4o-mini, Data=healthcaremagic, Emb=bge-small-en-v1.5, Ret=faiss, M=10, K=5, Idx=500, Eval=50)"
ablation_domain_stack_control,ablation_domain_stack_control-healthcaremagic-gpt-4o-mini-faiss-all-minilm-l6-v2-m10-k5-g0.50-idx500-eval50-seed42,2026-04-11 16:54:07,2026-04-11 16:55:05,failed,healthcaremagic,healthcaremagic,openai,gpt-4o-mini,gpt-4o-mini,,,,,all-minilm-l6-v2,sentence-transformers/all-MiniLM-L6-v2,faiss,10,5,0.5,500,50,0,0,,,,,,,,,,,,,,58.4287,"Error code: 400 - {'error': {'message': ""We could not parse the JSON body of your request. (HINT: This likely means you aren't using your HTTP library correctly. The OpenAI API expects a JSON payload, but what was sent was not valid JSON. If you have trouble figuring out how to fix this, please contact us through our help center at help.openai.com.)"", 'type': 'invalid_request_error', 'param': None, 'code': None}}","Config(LLM=gpt-4o-mini, Data=healthcaremagic, Emb=all-minilm-l6-v2, Ret=faiss, M=10, K=5, Idx=500, Eval=50)"
ablation_domain_stack_control,ablation_domain_stack_control-healthcaremagic-gpt-4o-mini-bm25-bge-small-en-v1.5-m10-k5-g0.50-idx500-eval50-seed42,2026-04-11 16:55:05,2026-04-11 16:59:40,success,healthcaremagic,healthcaremagic,openai,gpt-4o-mini,gpt-4o-mini,,,,,bge-small-en-v1.5,BAAI/bge-small-en-v1.5,bm25,10,5,0.5,500,50,50,50,0.9948,0.85,0.7692307692307693,1.0,0.8695652173913043,1.0,0.9219999999999996,0.36199999999999993,1.0,1.0,0.5,0.0,0.0,274.1257,,"Config(LLM=gpt-4o-mini, Data=healthcaremagic, Emb=bge-small-en-v1.5, Ret=bm25, M=10, K=5, Idx=500, Eval=50)"
ablation_domain_stack_control,ablation_domain_stack_control-healthcaremagic-gpt-4o-mini-bm25-all-minilm-l6-v2-m10-k5-g0.50-idx500-eval50-seed42,2026-04-11 16:59:40,2026-04-11 17:04:38,success,healthcaremagic,healthcaremagic,openai,gpt-4o-mini,gpt-4o-mini,,,,,all-minilm-l6-v2,sentence-transformers/all-MiniLM-L6-v2,bm25,10,5,0.5,500,50,50,50,0.995,0.84,0.7575757575757576,1.0,0.8620689655172413,1.0,0.9199999999999997,0.37000000000000005,1.0,1.0,0.46,0.0,0.0,297.6303,,"Config(LLM=gpt-4o-mini, Data=healthcaremagic, Emb=all-minilm-l6-v2, Ret=bm25, M=10, K=5, Idx=500, Eval=50)"
ablation_domain_stack_control,ablation_domain_stack_control-fiqa-gpt-4o-mini-faiss-bge-small-en-v1.5-m10-k5-g0.50-idx500-eval50-seed42,2026-04-11 17:04:38,2026-04-11 17:09:37,success,fiqa,fiqa,openai,gpt-4o-mini,gpt-4o-mini,,,,,bge-small-en-v1.5,BAAI/bge-small-en-v1.5,faiss,10,5,0.5,500,50,50,50,0.9965999999999999,0.91,0.847457627118644,1.0,0.9174311926605505,1.0,0.9659999999999997,0.29400000000000004,1.0,1.0,0.74,0.0,0.0,282.2367,,"Config(LLM=gpt-4o-mini, Data=fiqa, Emb=bge-small-en-v1.5, Ret=faiss, M=10, K=5, Idx=500, Eval=50)"
ablation_domain_stack_control,ablation_domain_stack_control-fiqa-gpt-4o-mini-faiss-all-minilm-l6-v2-m10-k5-g0.50-idx500-eval50-seed42,2026-04-11 17:09:37,2026-04-11 17:14:21,success,fiqa,fiqa,openai,gpt-4o-mini,gpt-4o-mini,,,,,all-minilm-l6-v2,sentence-transformers/all-MiniLM-L6-v2,faiss,10,5,0.5,500,50,50,50,0.9992,0.89,0.819672131147541,1.0,0.9009009009009009,1.0,0.9639999999999997,0.29399999999999993,1.0,1.0,0.72,0.0,0.0,283.4382,,"Config(LLM=gpt-4o-mini, Data=fiqa, Emb=all-minilm-l6-v2, Ret=faiss, M=10, K=5, Idx=500, Eval=50)"
ablation_domain_stack_control,ablation_domain_stack_control-fiqa-gpt-4o-mini-bm25-bge-small-en-v1.5-m10-k5-g0.50-idx500-eval50-seed42,2026-04-11 17:14:21,2026-04-11 17:19:25,success,fiqa,fiqa,openai,gpt-4o-mini,gpt-4o-mini,,,,,bge-small-en-v1.5,BAAI/bge-small-en-v1.5,bm25,10,5,0.5,500,50,50,50,0.9989999999999999,0.88,0.8064516129032258,1.0,0.8928571428571429,1.0,0.9639999999999997,0.2859999999999999,1.0,1.0,0.74,0.0,0.0,304.3038,,"Config(LLM=gpt-4o-mini, Data=fiqa, Emb=bge-small-en-v1.5, Ret=bm25, M=10, K=5, Idx=500, Eval=50)"
ablation_domain_stack_control,ablation_domain_stack_control-fiqa-gpt-4o-mini-bm25-all-minilm-l6-v2-m10-k5-g0.50-idx500-eval50-seed42,2026-04-11 17:19:25,2026-04-11 17:24:34,success,fiqa,fiqa,openai,gpt-4o-mini,gpt-4o-mini,,,,,all-minilm-l6-v2,sentence-transformers/all-MiniLM-L6-v2,bm25,10,5,0.5,500,50,50,50,0.9964,0.89,0.819672131147541,1.0,0.9009009009009009,1.0,0.9639999999999997,0.294,1.0,1.0,0.74,0.0,0.0,308.6189,,"Config(LLM=gpt-4o-mini, Data=fiqa, Emb=all-minilm-l6-v2, Ret=bm25, M=10, K=5, Idx=500, Eval=50)"
ablation_domain_stack_control,ablation_domain_stack_control-arxiv-gpt-4o-mini-faiss-bge-small-en-v1.5-m10-k5-g0.50-idx500-eval50-seed42,2026-04-11 17:24:34,2026-04-11 17:29:33,success,arxiv,arxiv,openai,gpt-4o-mini,gpt-4o-mini,,,,,bge-small-en-v1.5,BAAI/bge-small-en-v1.5,faiss,10,5,0.5,500,50,50,50,0.9890000000000001,0.93,0.8771929824561403,1.0,0.9345794392523364,1.0,0.986,0.27222222222222225,1.0,1.0,0.92,0.02,0.0,294.2692,,"Config(LLM=gpt-4o-mini, Data=arxiv, Emb=bge-small-en-v1.5, Ret=faiss, M=10, K=5, Idx=500, Eval=50)"
ablation_domain_stack_control,ablation_domain_stack_control-arxiv-gpt-4o-mini-faiss-all-minilm-l6-v2-m10-k5-g0.50-idx500-eval50-seed42,2026-04-11 17:29:33,2026-04-11 17:34:30,success,arxiv,arxiv,openai,gpt-4o-mini,gpt-4o-mini,,,,,all-minilm-l6-v2,sentence-transformers/all-MiniLM-L6-v2,faiss,10,5,0.5,500,50,50,50,0.9886,0.93,0.8771929824561403,1.0,0.9345794392523364,1.0,0.978,0.26822222222222225,1.0,1.0,0.9,0.02,0.0,296.5077,,"Config(LLM=gpt-4o-mini, Data=arxiv, Emb=all-minilm-l6-v2, Ret=faiss, M=10, K=5, Idx=500, Eval=50)"
